Lat,Lon,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
39.25,36.25,0.00,0.90,1.18,-7.99,-68.75,-126.04,-136.51,-151.42,-153.97,-157.83,-155.35,-153.79,-166.17,-175.74,-114.34,-108.88,-101.03,-95.40,-89.13,-66.98,-51.33
39.25,36.75,0.00,-1.79,-3.09,-11.22,-25.39,-123.86,-152.15,-146.97,-149.53,-152.93,-151.85,-151.27,-161.01,-116.30,-112.89,-108.95,-97.69,-94.59,-91.94,-69.71,-54.50
39.25,37.25,0.00,-3.77,-7.87,-14.69,-28.13,-46.09,-64.59,-79.22,-154.00,-157.05,-155.05,-153.21,-162.94,-118.50,-115.96,-111.68,-101.79,-101.33,-99.05,-80.30,-64.93
39.25,37.75,0.00,3.84,-0.50,-46.24,-52.54,-80.89,-92.21,-104.24,-107.06,-110.03,-109.76,-108.06,-117.15,-123.61,-123.39,-85.25,-75.90,-67.62,-60.44,-42.08,-22.31
39.25,38.25,0.00,-0.60,1.51,-1.15,-6.50,-17.00,-25.86,-44.04,-43.16,-49.84,-46.39,-43.54,-66.53,-86.51,-89.63,-96.19,-114.13,-119.87,-71.16,-53.34,-39.00
39.25,38.75,0.00,-23.88,-23.37,-26.46,-33.39,-67.94,-74.92,-85.24,-88.60,-91.26,-91.28,-69.34,-96.62,-100.95,-100.02,-100.75,-97.97,-51.05,-41.22,-19.15,-4.68
39.25,39.25,0.00,-39.74,-36.35,-68.62,-75.98,-84.78,-93.34,-103.61,-105.18,-108.16,-87.69,-105.22,-112.62,-119.57,-118.70,-73.66,-64.57,-55.38,-36.47,-19.10,-3.74
39.25,39.75,0.00,0.96,-40.29,-45.97,-51.19,-60.34,-113.99,-126.06,-127.51,-129.74,-128.70,-126.44,-134.82,-141.44,-142.19,-76.90,-69.20,-49.14,-42.70,-23.27,-9.21
39.25,40.25,0.00,14.47,16.39,8.87,3.11,-8.55,-75.91,-87.26,-91.35,-92.05,-89.70,-55.43,-67.80,-103.65,-103.33,-66.53,-54.31,-2.42,7.91,31.47,45.96
38.75,27.75,0.00,-3.08,1.25,-12.53,-25.68,-57.79,-74.30,-121.53,-130.30,-144.77,-148.52,-148.04,-187.67,-345.84,-346.69,-355.68,-351.19,-381.94,-402.76,-381.77,-369.16
38.75,28.25,0.00,4.79,9.59,8.90,4.51,-8.31,-18.11,-41.32,-41.76,-48.09,-87.74,-44.30,-98.68,-107.05,-107.34,-108.96,-107.03,-118.56,-90.11,-120.28,-116.45
38.75,28.75,0.00,2.70,1.99,-1.57,-8.76,-21.62,-32.05,-54.61,-56.96,-62.02,-64.21,-59.27,-106.24,-115.16,-95.85,-118.73,-117.79,-78.95,-74.01,-57.74,-42.88
38.75,29.25,0.00,0.53,0.44,-5.17,-16.32,-33.74,-49.68,-74.29,-81.16,-142.65,-141.65,-141.90,-154.81,-165.35,-166.52,-170.61,-90.13,-190.40,-86.25,-66.95,-50.21
38.75,29.75,0.00,-3.40,-2.30,-9.92,-21.91,-39.51,-57.18,-78.99,-88.18,-95.16,-98.53,-97.53,-170.51,-182.77,-183.09,-188.34,-90.72,-211.33,-87.63,-67.32,-51.68
38.75,30.25,0.00,-1.44,-1.04,-11.28,-21.59,-39.29,-54.18,-80.00,-87.52,-95.79,-148.47,-146.43,-160.83,-172.58,-173.53,-179.89,-181.97,-77.85,-76.51,-53.66,-38.48
38.75,30.75,0.00,-0.72,0.04,-5.94,-16.05,-32.96,-48.12,-122.24,-79.70,-125.99,-123.81,-93.94,-136.31,-147.88,-148.80,-154.09,-72.24,-71.10,-65.66,-44.88,-27.52
38.75,31.25,0.00,0.91,-0.03,-7.78,-18.29,-35.17,-51.13,-77.38,-81.25,-148.11,-146.57,-145.62,-159.17,-170.81,-172.35,-177.11,-80.53,-80.50,-76.26,-55.00,-37.93
38.75,31.75,0.00,2.76,2.39,-3.09,-13.47,-29.83,-46.40,-69.75,-80.82,-89.59,-89.98,-90.32,-164.06,-176.34,-177.35,-182.66,-184.44,-84.97,-80.09,-59.66,-43.29
38.75,32.25,0.00,1.61,3.80,-2.81,-11.21,-27.89,-40.67,-64.29,-123.27,-127.08,-91.29,-125.52,-138.83,-150.56,-151.05,-156.14,-79.38,-90.27,-94.21,-75.83,-62.78
38.75,32.75,0.00,5.07,5.67,0.77,-7.41,-21.55,-92.40,-107.12,-107.17,-110.99,-110.37,-89.13,-122.79,-133.69,-134.67,-139.08,-74.24,-84.04,-83.92,-68.42,-56.20
38.75,33.25,0.00,4.45,6.01,0.31,-6.14,-19.20,-30.60,-101.19,-61.65,-106.64,-106.01,-81.20,-102.41,-131.18,-131.74,-136.88,-85.70,-90.76,-86.21,-70.41,-55.08
38.75,33.75,0.00,3.24,3.09,-1.62,-8.92,-22.28,-33.50,-106.73,-107.32,-110.64,-109.33,-108.76,-122.36,-134.40,-135.60,-141.54,-73.13,-72.79,-71.96,-52.25,-37.68
38.75,34.25,0.00,4.40,4.36,-3.15,-9.00,-24.17,-35.85,-113.51,-115.01,-118.62,-117.52,-81.23,-129.88,-141.84,-143.07,-148.29,-149.16,-70.33,-61.44,-41.30,-25.42
38.75,34.75,0.00,2.06,2.79,-3.78,-12.46,-29.78,-42.51,-64.94,-133.72,-137.35,-136.07,-134.36,-148.40,-160.17,-161.62,-168.12,-170.28,-69.68,-66.15,-46.86,-29.68
38.75,35.25,0.00,-0.53,-1.94,-6.70,-16.83,-32.59,-45.02,-132.15,-132.52,-134.63,-132.51,-131.60,-145.43,-156.96,-158.78,-165.12,-70.49,-70.07,-66.40,-45.98,-30.06
38.75,35.75,0.00,0.66,-2.30,-116.92,-124.09,-136.72,-145.27,-181.43,-163.70,-165.19,-162.19,-159.85,-172.49,-182.02,-184.26,-111.41,-99.37,-102.17,-99.08,-80.31,-64.93
38.75,36.25,0.00,0.42,-1.75,-9.08,-21.48,-38.47,-126.43,-139.87,-140.88,-144.88,-143.43,-142.12,-150.78,-107.54,-105.49,-102.11,-93.13,-95.12,-96.45,-77.19,-63.37
38.75,36.75,0.00,0.97,-0.36,-7.64,-22.09,-103.08,-111.20,-123.59,-125.77,-129.13,-128.46,-127.13,-135.97,-101.46,-144.15,-92.00,-85.26,-85.58,-84.24,-64.17,-50.76
38.75,37.25,0.00,-3.02,-1.54,-11.24,-23.22,-102.23,-110.48,-123.74,-125.85,-127.08,-126.43,-124.58,-133.57,-141.15,-94.72,-92.94,-84.63,-82.33,-82.72,-64.71,-51.84
38.75,37.75,0.00,5.36,-31.39,-37.04,-42.15,-67.79,-84.82,-88.27,-91.38,-93.80,-80.21,-90.15,-98.39,-104.80,-104.70,-107.53,-105.12,-60.91,-54.77,-37.98,-25.99
38.75,38.25,0.00,1.78,3.43,0.60,-2.67,-13.04,-22.99,-38.57,-38.28,-43.56,-41.43,-39.42,-62.35,-82.20,-85.32,-125.57,-124.82,-131.32,-137.91,-79.48,-63.65
38.75,38.75,0.00,0.74,2.81,-4.21,-10.16,-21.87,-31.71,-52.54,-51.87,-56.16,-52.50,-49.26,-73.04,-95.55,-127.91,-129.56,-127.82,-137.16,-81.91,-65.57,-51.74
38.75,39.25,0.00,1.06,4.48,0.03,-6.02,-17.44,-24.99,-43.12,-42.69,-48.97,-46.68,-45.45,-66.47,-86.96,-91.33,-101.38,-101.01,-152.12,-157.54,-148.50,-143.34
38.75,39.75,0.00,1.44,3.78,-2.14,-6.86,-20.65,-29.64,-49.06,-49.97,-56.29,-53.34,-49.92,-73.94,-95.84,-99.79,-104.58,-104.63,-147.64,-154.38,-147.61,-53.32
38.75,40.25,0.00,-0.05,0.68,-5.87,-12.63,-26.87,-36.49,-56.79,-58.36,-61.63,-58.86,-54.63,-80.34,-97.49,-98.52,-105.18,-107.65,-141.58,-85.78,-67.02,-50.13
38.25,27.75,0.00,1.83,4.72,-6.42,-16.58,-44.39,-67.37,-110.55,-121.86,-139.33,-139.62,-141.76,-179.25,-215.73,-221.34,-233.55,-234.63,-383.18,-404.90,-384.49,-370.27
38.25,28.25,0.00,3.72,8.14,8.36,5.22,-8.19,-17.63,-77.34,-40.58,-89.82,-46.90,-45.71,-102.85,-111.44,-111.07,-113.68,-110.87,-120.91,-129.55,-121.19,-115.72
38.25,28.75,0.00,4.50,8.30,6.97,4.87,-6.08,-16.46,-36.41,-39.30,-85.28,-45.59,-47.57,-98.55,-107.13,-106.99,-109.13,-106.13,-116.02,-87.14,-117.23,-113.45
38.25,29.25,0.00,-2.20,2.10,-9.84,-21.10,-52.26,-77.34,-129.67,-127.99,-141.87,-133.64,-130.44,-264.33,-301.80,-306.81,-318.79,-320.12,-353.55,-375.83,-355.67,-344.36
38.25,29.75,0.00,-4.30,5.21,-8.82,-18.12,-53.36,-60.87,-164.52,-172.76,-194.72,-193.08,-188.27,-231.37,-262.52,-265.03,-273.56,-277.01,-307.37,-482.71,-299.37,-285.30
38.25,30.25,0.00,1.98,2.67,-4.26,-14.89,-32.72,-47.66,-72.35,-137.88,-142.19,-141.43,-99.82,-109.98,-165.45,-165.65,-169.93,-170.94,-86.41,-81.26,-59.25,-41.78
38.25,30.75,0.00,0.90,1.88,-4.66,-14.99,-31.71,-42.07,-115.01,-116.23,-78.28,-118.66,-91.38,-130.93,-141.64,-142.14,-146.61,-78.17,-75.63,-68.74,-48.55,-31.20
38.25,31.25,0.00,1.22,1.93,-6.87,-17.57,-36.37,-51.19,-77.45,-84.92,-149.85,-147.90,-147.49,-160.45,-173.07,-173.77,-178.63,-82.66,-82.47,-78.87,-57.38,-39.35
38.25,31.75,0.00,1.42,1.18,-7.85,-18.71,-36.54,-51.77,-78.49,-84.19,-94.73,-154.13,-152.72,-166.76,-178.79,-180.71,-186.62,-190.46,-79.42,-78.63,-57.57,-41.23
38.25,32.25,0.00,1.88,1.69,-5.12,-15.80,-33.90,-48.15,-131.25,-130.97,-133.84,-132.16,-131.08,-144.87,-156.01,-157.34,-163.22,-74.40,-73.95,-79.87,-60.92,-47.71
38.25,32.75,0.00,9.75,12.11,5.75,-2.02,-16.47,-83.46,-97.71,-99.26,-102.67,-101.59,-101.30,-114.86,-126.01,-127.52,-132.30,-133.25,-90.00,-96.84,-80.45,-65.88
38.25,33.25,0.00,8.92,12.80,7.74,2.33,-59.42,-27.16,-82.65,-84.08,-87.87,-87.20,-86.62,-100.62,-112.43,-113.80,-119.22,-81.39,-89.64,-93.88,-77.93,-68.32
38.25,33.75,0.00,12.94,14.31,9.18,4.79,-56.63,-65.53,-79.42,-80.29,-84.29,-83.50,-84.10,-79.90,-108.69,-110.41,-115.41,-71.20,-78.96,-79.57,-66.25,-51.39
38.25,34.25,0.00,3.61,1.37,-3.26,-12.03,-25.29,-92.88,-107.18,-106.59,-109.97,-107.86,-107.19,-120.13,-131.64,-133.16,-139.11,-142.59,-67.73,-74.69,-58.46,-49.31
38.25,34.75,0.00,4.94,2.13,-5.77,-13.07,-29.79,-42.50,-121.00,-120.66,-123.07,-120.21,-118.69,-133.22,-145.24,-146.77,-153.40,-156.70,-72.63,-70.31,-51.38,-39.31
38.25,35.25,0.00,2.75,2.35,-3.32,-13.24,-76.41,-84.99,-99.99,-100.66,-102.79,-100.33,-98.65,-112.32,-123.88,-125.07,-66.22,-59.97,-60.69,-57.45,-39.21,-25.41
38.25,35.75,0.00,-1.94,1.87,-64.93,-71.64,-93.02,-102.45,-123.66,-118.38,-122.06,-120.08,-116.71,-128.34,-138.02,-137.59,-90.34,-82.59,-83.54,-84.81,-64.69,-50.68
38.25,36.25,0.00,-0.34,-4.56,-6.61,-16.43,-28.64,-36.81,-49.95,-101.03,-104.82,-104.01,-101.16,-108.07,-114.52,-115.01,-120.11,-123.32,-141.43,-155.50,-155.75,-54.86
38.25,36.75,0.00,0.10,-3.54,-9.72,-18.66,-31.85,-101.23,-114.18,-113.87,-116.29,-114.42,-112.77,-122.23,-88.45,-85.28,-83.48,-77.86,-75.61,-74.64,-62.92,-53.68
38.25,37.25,0.00,1.09,-2.48,-9.61,-78.70,-88.94,-96.59,-107.53,-108.23,-110.91,-108.70,-106.98,-115.70,-123.99,-79.76,-77.47,-70.85,-71.18,-71.92,-59.60,-47.11
38.25,37.75,0.00,-0.81,-19.00,-26.06,-39.25,-48.40,-55.19,-65.55,-66.00,-68.81,-65.85,-64.68,-69.91,-76.24,-76.04,-78.15,-76.26,-87.55,-104.54,-99.61,-21.58
38.25,38.25,0.00,-0.57,1.55,-2.48,-6.05,-18.73,-24.77,-42.89,-39.97,-43.85,-38.55,-35.06,-61.01,-80.42,-85.17,-95.30,-98.97,-120.85,-128.01,-121.76,-70.42
38.25,38.75,0.00,1.07,2.12,0.39,-4.17,-12.48,-19.63,-37.12,-37.25,-40.38,-36.37,-33.70,-56.85,-77.59,-80.50,-91.98,-96.05,-138.82,-144.54,-136.76,-91.06
38.25,39.25,0.00,2.66,4.35,-3.30,-6.52,-18.17,-26.99,-45.07,-44.59,-49.23,-45.82,-44.23,-66.66,-87.53,-91.92,-102.26,-105.68,-147.45,-154.25,-147.10,-143.99
38.25,39.75,0.00,0.23,5.11,3.06,-3.57,-14.15,-22.55,-41.92,-44.61,-49.46,-47.91,-47.79,-68.65,-85.38,-89.79,-99.66,-103.54,-121.80,-138.74,-165.18,-157.34
38.25,40.25,0.00,0.90,4.18,2.07,-1.14,-12.66,-19.45,-40.02,-39.37,-44.80,-42.96,-44.49,-62.81,-80.05,-84.85,-95.47,-98.68,-120.44,-137.89,-126.90,-123.45
37.75,27.75,0.00,-3.43,-6.98,-13.44,-16.95,31.98,21.36,59.96,56.67,52.39,57.32,58.04,31.55,-32.36,-32.13,-35.62,-34.83,-44.62,-53.13,-44.39,-39.72
37.75,28.25,0.00,-2.75,57.01,52.09,45.69,94.58,85.81,62.73,59.59,54.06,56.02,58.19,-18.86,-27.74,-28.20,-30.41,-28.13,-39.15,-47.79,-39.10,-33.87
37.75,28.75,0.00,1.13,6.45,4.07,1.81,-11.42,-20.60,-41.30,-43.09,-50.40,-48.30,-45.80,-100.36,-76.08,-108.91,-111.09,-108.85,-120.24,-82.98,-68.23,-119.51
37.75,29.25,0.00,-3.01,-0.56,-14.25,-26.02,-49.60,-68.80,-196.11,-207.78,-220.23,-222.06,-223.84,-256.96,-281.37,-280.45,-288.23,-285.60,-339.57,-558.85,-552.64,-317.76
37.75,29.75,0.00,-2.53,4.01,-4.81,0.55,-74.96,-102.12,-146.21,-154.17,-169.99,-166.22,-164.08,-201.90,-233.33,-237.24,-248.53,-246.66,-476.48,-500.95,-500.26,-496.70
37.75,30.25,0.00,3.87,6.61,3.01,-4.12,-10.95,-20.97,-42.24,-46.71,-54.03,-53.85,-55.04,-118.10,-127.21,-126.54,-128.93,-126.88,-137.74,-82.34,-142.42,-138.29
37.75,30.75,0.00,0.35,7.36,4.75,1.24,-10.97,-23.62,-85.99,-60.62,-92.90,-92.28,-92.26,-86.40,-113.60,-113.31,-117.28,-58.39,-59.68,-51.80,-30.25,-12.99
37.75,31.25,0.00,0.44,0.11,-5.35,-16.34,-32.41,-93.39,-110.68,-109.24,-112.02,-109.63,-109.71,-121.15,-130.36,-131.27,-59.90,-49.05,-49.48,-46.82,-25.54,-9.03
37.75,31.75,0.00,13.25,15.17,9.96,0.14,-16.00,-80.92,-96.45,-97.54,-102.02,-100.25,-99.89,-112.01,-123.32,-124.30,-129.17,-58.42,-55.50,-50.29,-29.48,-11.77
37.75,32.25,0.00,9.88,10.38,3.67,-4.05,-73.12,-81.72,-97.27,-97.96,-100.84,-99.29,-98.28,-111.82,-122.56,-124.56,-130.13,-131.96,-63.67,-58.53,-37.49,-21.55
37.75,32.75,0.00,6.07,11.31,8.42,2.44,-13.95,-25.87,-83.08,-54.27,-88.34,-64.40,-62.26,-101.76,-113.89,-115.03,-121.25,-122.44,-87.65,-89.48,-74.81,-60.15
37.75,33.25,0.00,-1.05,4.06,5.88,-9.43,-55.84,-27.96,-77.90,-78.74,-82.66,-81.39,-82.14,-95.07,-106.44,-108.01,-113.02,-72.03,-83.70,-90.74,-78.89,-71.95
37.75,33.75,0.00,33.76,38.15,-6.87,-13.06,-24.24,-30.93,-44.36,-45.25,-29.09,-48.29,-48.21,-61.43,-72.51,-73.58,-79.52,-34.35,-51.07,-57.93,-49.21,-41.71
37.75,34.25,0.00,2.60,1.87,-0.78,2.41,-7.55,-45.95,-59.90,-60.59,-64.07,-63.40,-61.87,-59.02,-86.18,-87.16,-92.99,-49.82,-52.07,-47.21,-32.18,-22.75
37.75,34.75,0.00,-0.09,-0.10,-8.95,-22.59,-33.86,-43.39,-67.00,-65.70,-58.93,-55.59,-52.76,-65.25,-74.57,-76.12,-37.88,-34.40,-36.50,-35.56,-20.51,-6.89
37.75,35.25,0.00,0.21,-1.04,-9.77,-19.41,-85.21,-93.88,-105.21,-106.30,-109.52,-106.90,-104.95,-114.69,-123.73,-86.05,-82.94,-78.77,-81.05,-85.08,-71.69,-58.86
37.75,35.75,0.00,2.05,2.91,-4.71,7.15,-5.42,-18.65,-39.71,-39.49,-43.69,-40.30,-37.08,-59.92,-82.33,-84.10,-92.86,-93.97,-85.80,-82.69,-68.07,-52.45
37.75,36.25,0.00,-0.80,0.02,-6.21,-10.69,-22.74,-32.37,-53.80,-47.36,-49.95,-42.83,-38.38,-60.54,-81.12,-107.47,-92.96,-97.61,-117.70,-128.60,-58.48,-45.67
37.75,36.75,0.00,-0.87,-0.86,-6.94,-12.64,-26.09,-33.60,-54.28,-52.09,-53.45,-47.99,-42.83,-68.38,-85.54,-93.11,-95.35,-94.32,-106.14,-118.54,-45.87,-35.65
37.75,37.25,0.00,-1.19,-2.45,-7.59,-12.15,-23.26,-31.93,-52.29,-47.74,-48.15,-42.38,-37.97,-60.63,-83.53,-81.28,-83.57,-82.83,-92.27,-102.60,-98.04,-97.50
37.75,37.75,0.00,-0.52,3.87,4.89,6.46,10.77,10.01,2.37,3.87,-0.97,-8.13,-9.61,-25.18,-90.99,-50.24,-58.91,-62.53,-77.96,-99.33,-92.44,-89.54
