Lat,Lon,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
39.25,32.25,0.00,2.79,5.91,4.31,1.84,-5.95,-12.53,-25.64,-28.19,-33.01,-32.82,-32.85,-48.36,-60.72,-62.86,-67.57,-67.81,-76.14,-77.08,-70.06,-63.89
39.25,32.75,0.00,2.73,5.58,4.15,1.80,-5.30,-11.43,-23.27,-25.83,-30.14,-30.16,-30.48,-44.31,-55.03,-56.73,-60.54,-60.39,-66.76,-66.34,-59.74,-53.74
39.25,33.25,0.00,2.68,5.24,3.99,1.75,-4.64,-9.83,-19.85,-22.17,-26.22,-26.48,-26.89,-39.21,-49.12,-50.61,-53.52,-52.97,-57.39,-55.60,-49.42,-43.60
39.25,33.75,0.00,2.62,4.91,3.83,1.71,-3.99,-9.18,-17.99,-20.43,-24.22,-24.72,-25.21,-35.71,-43.66,-44.48,-46.50,-45.56,-48.02,-44.86,-39.10,-33.45
39.25,34.25,0.00,2.61,4.59,3.33,0.89,-4.84,-9.87,-18.26,-21.20,-25.18,-26.16,-26.92,-36.19,-43.28,-43.86,-44.88,-43.18,-43.69,-39.05,-33.07,-27.15
39.25,34.75,0.00,2.60,4.28,2.84,0.07,-5.69,-11.35,-19.32,-22.76,-26.93,-28.39,-29.42,-37.46,-43.31,-43.24,-43.26,-40.80,-39.37,-33.23,-27.04,-20.85
39.25,35.25,0.00,2.60,3.96,2.35,-0.75,-6.54,-12.22,-19.77,-23.71,-28.08,-30.02,-31.32,-38.12,-42.73,-42.63,-41.64,-38.41,-35.04,-27.41,-21.02,-14.54
39.25,35.75,0.00,2.59,3.65,1.86,-1.56,-7.39,-13.54,-21.46,-26.54,-31.09,-33.51,-35.08,-40.65,-43.29,-42.01,-40.02,-36.03,-30.72,-21.59,-14.99,-8.24
39.25,36.25,0.00,2.58,3.33,1.37,-2.38,-8.24,-14.62,-21.77,-26.72,-31.48,-34.37,-36.21,-40.54,-42.68,-41.39,-38.41,-33.65,-26.39,-15.78,-8.97,-1.94
39.25,36.75,0.00,2.57,3.02,0.88,-3.20,-9.09,-15.70,-22.88,-28.34,-33.28,-36.50,-38.07,-41.67,-42.77,-40.77,-36.79,-31.27,-22.07,-9.96,-2.94,4.37
39.25,37.25,0.00,2.57,2.70,0.39,-4.02,-9.94,-16.77,-23.06,-29.02,-34.15,-37.64,-39.47,-41.85,-41.91,-40.02,-35.17,-28.89,-17.74,-4.14,3.09,10.67
39.25,37.75,0.00,2.43,2.26,-0.47,-5.37,-11.79,-19.01,-25.24,-31.53,-36.19,-39.18,-40.97,-43.17,-43.35,-41.77,-36.83,-29.93,-17.83,-3.37,4.18,11.98
39.25,38.25,0.00,2.15,1.70,-1.70,-6.01,-12.05,-18.56,-25.10,-29.87,-34.36,-37.06,-38.54,-41.58,-42.34,-40.52,-37.81,-33.59,-22.33,-7.63,0.33,8.29
39.25,38.75,0.00,1.88,1.13,-2.92,-7.93,-15.00,-22.57,-31.18,-37.43,-42.10,-44.51,-45.67,-49.56,-50.90,-48.84,-44.91,-38.83,-26.82,-11.89,-3.52,4.60
39.25,39.25,0.00,1.61,0.56,-4.15,-9.77,-17.88,-26.22,-36.03,-41.91,-46.77,-48.89,-49.74,-54.47,-56.38,-54.09,-50.45,-43.31,-31.32,-16.15,-7.36,0.91
39.25,39.75,0.00,1.34,0.00,-5.37,-12.74,-21.89,-31.00,-42.00,-48.79,-53.84,-55.67,-56.21,-61.79,-64.28,-61.75,-56.61,-47.77,-35.82,-20.42,-11.21,-2.78
39.25,40.25,0.00,1.06,-0.57,-6.59,-14.79,-26.10,-36.49,-48.68,-55.72,-61.32,-62.86,-63.08,-69.51,-72.57,-68.41,-61.56,-52.23,-40.31,-24.68,-15.06,-6.47
38.75,27.75,0.00,3.56,9.98,10.22,10.90,3.34,-1.16,-17.50,-15.05,-17.98,-13.77,-11.92,-38.29,-61.26,-68.26,-81.66,-88.72,-114.08,-129.97,-126.65,-125.50
38.75,28.25,0.00,3.52,9.54,9.35,9.37,1.32,-3.85,-20.41,-18.82,-22.26,-18.62,-17.04,-42.54,-64.53,-70.89,-83.21,-89.27,-112.61,-126.54,-122.38,-120.29
38.75,28.75,0.00,3.48,9.10,8.48,7.84,-0.70,-6.55,-23.31,-22.59,-26.55,-23.48,-22.15,-46.80,-67.80,-73.51,-84.77,-89.81,-111.14,-123.10,-118.10,-115.07
38.75,29.25,0.00,3.44,8.66,7.61,6.31,-2.72,-9.25,-26.22,-26.37,-30.83,-28.33,-27.27,-51.05,-71.07,-76.14,-86.32,-90.35,-109.68,-119.67,-113.82,-109.86
38.75,29.75,0.00,3.40,8.23,6.74,4.78,-4.74,-11.94,-29.13,-30.14,-35.12,-33.19,-32.38,-55.31,-74.34,-78.76,-87.87,-90.90,-108.21,-116.24,-109.55,-104.64
38.75,30.25,0.00,3.32,7.81,6.16,3.93,-5.54,-12.87,-29.62,-31.04,-36.11,-34.51,-33.84,-55.59,-73.50,-77.45,-85.71,-88.12,-103.78,-110.43,-103.52,-98.26
38.75,30.75,0.00,3.19,7.42,5.88,3.76,-5.12,-12.02,-27.69,-29.07,-33.81,-32.30,-31.62,-51.89,-68.56,-72.19,-79.84,-82.04,-96.41,-102.24,-95.74,-90.71
38.75,31.25,0.00,3.06,7.02,5.60,3.59,-4.70,-11.18,-25.76,-27.09,-31.51,-30.08,-29.41,-48.19,-63.61,-66.94,-73.97,-75.95,-89.03,-94.06,-87.95,-83.16
38.75,31.75,0.00,2.94,6.63,5.32,3.42,-4.28,-10.33,-23.82,-25.12,-29.21,-27.87,-27.19,-44.50,-58.67,-61.68,-68.10,-69.86,-81.65,-85.87,-80.17,-75.61
38.75,32.25,0.00,2.81,6.24,5.04,3.25,-3.87,-9.49,-21.89,-23.14,-26.64,-25.33,-24.82,-40.80,-53.73,-56.42,-62.22,-63.77,-74.27,-77.69,-72.39,-68.06
38.75,32.75,0.00,2.68,5.85,4.76,3.08,-3.45,-8.64,-19.21,-19.91,-23.05,-21.82,-21.29,-36.01,-48.32,-51.17,-56.35,-57.68,-66.90,-69.50,-64.60,-60.51
38.75,33.25,0.00,2.56,5.45,4.48,2.90,-2.29,-6.17,-15.71,-16.37,-19.19,-18.04,-17.49,-30.76,-41.85,-44.75,-50.39,-51.59,-59.52,-61.31,-56.82,-52.96
38.75,33.75,0.00,2.43,5.06,4.20,2.73,-1.93,-5.43,-13.93,-14.56,-17.06,-15.16,-14.10,-26.30,-36.83,-39.69,-44.61,-45.50,-52.14,-53.13,-49.04,-45.41
38.75,34.25,0.00,2.38,4.70,3.76,2.10,-2.25,-5.73,-13.57,-14.61,-17.19,-16.43,-15.63,-26.40,-35.12,-37.19,-41.21,-41.58,-46.15,-45.58,-41.53,-37.80
38.75,34.75,0.00,2.33,4.34,3.32,1.48,-3.48,-7.05,-14.22,-15.67,-18.34,-18.16,-18.11,-27.06,-34.14,-35.70,-38.12,-37.66,-40.16,-38.03,-34.02,-30.19
38.75,35.25,0.00,2.27,3.97,2.88,0.85,-3.91,-7.38,-13.88,-15.75,-18.49,-18.77,-18.95,-26.49,-32.17,-33.22,-34.88,-33.74,-34.17,-30.48,-26.50,-22.58
38.75,35.75,0.00,2.22,3.61,2.44,0.22,-4.34,-8.53,-14.37,-16.64,-19.47,-20.20,-20.66,-26.73,-31.03,-31.57,-31.64,-29.82,-28.17,-22.94,-18.99,-14.97
38.75,36.25,0.00,2.17,3.25,2.00,-0.41,-4.78,-9.18,-15.13,-18.43,-21.72,-23.07,-23.72,-27.99,-30.27,-29.50,-28.40,-25.90,-22.18,-15.39,-11.48,-7.36
38.75,36.75,0.00,2.12,2.89,1.56,-1.04,-5.21,-9.63,-14.93,-18.67,-22.03,-23.66,-24.63,-27.64,-28.55,-27.27,-25.16,-21.99,-16.19,-7.84,-3.97,0.25
38.75,37.25,0.00,2.07,2.52,1.12,-1.67,-5.64,-10.08,-14.74,-18.91,-21.80,-23.12,-23.89,-26.00,-26.20,-24.97,-21.91,-18.07,-10.20,-0.29,3.54,7.86
38.75,37.75,0.00,1.93,2.12,0.40,-2.75,-7.03,-11.77,-15.78,-19.56,-22.25,-23.67,-24.45,-26.27,-26.62,-25.83,-22.44,-18.06,-9.24,1.49,5.48,9.92
38.75,38.25,0.00,1.70,1.66,-0.26,-2.81,-6.83,-11.19,-15.59,-18.15,-20.69,-21.88,-22.39,-24.96,-25.81,-24.83,-23.47,-20.99,-13.31,-2.51,1.85,6.43
38.75,38.75,0.00,1.48,1.42,-0.39,-3.48,-8.36,-12.37,-17.59,-20.21,-22.91,-23.87,-24.12,-27.43,-28.80,-27.61,-26.29,-24.21,-17.38,-6.50,-1.78,2.93
38.75,39.25,0.00,1.26,0.75,-2.39,-6.04,-10.97,-15.24,-21.43,-24.10,-26.98,-27.70,-27.69,-31.74,-33.62,-32.23,-30.94,-28.47,-21.45,-10.50,-5.40,-0.57
38.75,39.75,0.00,1.03,0.29,-3.58,-8.87,-16.02,-22.30,-29.98,-32.71,-35.75,-36.23,-35.97,-40.76,-43.15,-41.56,-39.30,-33.72,-25.52,-14.49,-9.03,-4.06
38.75,40.25,0.00,0.81,-0.17,-4.58,-10.41,-18.42,-24.63,-32.77,-35.55,-38.77,-39.01,-38.48,-44.02,-46.92,-45.12,-42.45,-37.64,-29.59,-18.49,-12.66,-7.56
38.25,27.75,0.00,3.58,10.13,10.53,11.48,4.20,0.11,-15.87,-12.85,-15.26,-10.57,-8.36,-34.45,-57.23,-64.30,-77.93,-85.51,-111.63,-128.77,-126.67,-126.83
38.25,28.25,0.00,3.61,9.79,9.87,10.26,2.69,-1.95,-17.87,-15.70,-18.56,-14.48,-12.55,-37.52,-59.10,-65.50,-77.98,-84.54,-108.30,-123.19,-120.37,-119.66
38.25,28.75,0.00,3.63,9.45,9.22,9.05,1.18,-4.00,-19.86,-18.54,-21.85,-18.38,-16.74,-40.60,-60.97,-66.71,-78.02,-83.57,-104.97,-117.60,-114.08,-112.48
38.25,29.25,0.00,3.66,9.10,8.56,7.83,-0.33,-6.05,-21.85,-21.36,-24.80,-21.89,-20.70,-43.58,-62.84,-67.92,-78.06,-82.60,-101.64,-112.02,-107.78,-105.30
38.25,29.75,0.00,3.68,8.76,7.90,6.61,-1.85,-8.10,-23.84,-24.24,-28.45,-26.19,-25.13,-46.74,-64.70,-69.13,-78.11,-81.63,-98.30,-106.43,-101.48,-98.13
38.25,30.25,0.00,3.60,8.37,7.37,5.85,-2.51,-8.83,-24.09,-24.82,-29.06,-27.07,-26.10,-46.61,-63.54,-67.54,-75.77,-78.76,-93.94,-100.83,-95.71,-92.06
38.25,30.75,0.00,3.41,7.92,6.97,5.55,-2.33,-8.23,-22.61,-23.14,-27.00,-24.92,-23.85,-43.27,-59.34,-63.15,-71.05,-74.00,-88.56,-95.19,-90.46,-87.10
38.25,31.25,0.00,3.21,7.47,6.57,5.25,-2.15,-7.64,-21.12,-21.46,-24.93,-22.78,-21.60,-39.93,-55.14,-58.76,-66.32,-69.24,-83.18,-89.56,-85.21,-82.15
38.25,31.75,0.00,3.02,7.02,6.17,4.95,-1.96,-7.04,-19.63,-19.78,-22.87,-20.64,-19.36,-36.59,-50.93,-54.38,-61.60,-64.48,-77.80,-83.93,-79.97,-77.19
38.25,32.25,0.00,2.83,6.57,5.78,4.65,-1.78,-6.45,-18.14,-17.99,-20.33,-17.94,-16.69,-33.05,-46.73,-49.99,-56.88,-59.72,-72.41,-78.29,-74.72,-72.24
38.25,32.75,0.00,2.63,6.11,5.38,4.35,-1.33,-4.57,-14.48,-13.69,-15.36,-11.91,-9.97,-25.67,-39.51,-43.94,-51.53,-54.96,-67.03,-72.66,-69.47,-67.28
38.25,33.25,0.00,2.44,5.66,4.98,4.76,0.44,-2.41,-11.47,-10.17,-10.69,-7.18,-5.13,-19.73,-32.68,-36.89,-45.29,-49.16,-61.65,-67.03,-64.23,-62.33
38.25,33.75,0.00,2.25,5.21,4.58,4.38,0.50,-1.96,-10.16,-7.80,-7.97,-4.39,-2.24,-15.73,-27.80,-31.79,-39.86,-44.57,-56.26,-61.39,-58.98,-57.37
38.25,34.25,0.00,2.15,4.80,4.19,3.32,-0.60,-2.89,-10.18,-8.98,-9.17,-6.07,-4.19,-16.03,-26.53,-30.00,-36.98,-39.99,-48.60,-52.11,-49.98,-48.46
38.25,34.75,0.00,2.05,4.39,3.80,2.88,-0.77,-2.89,-9.27,-8.64,-8.86,-6.23,-4.61,-14.80,-23.73,-26.69,-32.31,-34.53,-40.95,-42.84,-40.99,-39.54
38.25,35.25,0.00,1.95,3.98,3.41,2.44,-0.79,-2.74,-8.21,-7.99,-9.12,-7.74,-6.78,-15.06,-21.82,-23.75,-27.47,-29.07,-33.29,-33.56,-31.99,-30.62
38.25,35.75,0.00,1.86,3.57,3.02,2.00,-1.30,-3.93,-9.18,-9.80,-11.16,-10.21,-9.56,-15.98,-20.70,-21.45,-23.26,-23.61,-25.63,-24.28,-22.99,-21.70
38.25,36.25,0.00,1.76,3.16,2.63,1.56,-1.31,-3.75,-8.06,-8.99,-10.38,-9.99,-9.52,-14.17,-17.35,-17.61,-18.39,-18.16,-17.97,-15.00,-14.00,-12.78
38.25,36.75,0.00,1.66,2.75,2.24,1.12,-1.33,-3.56,-6.93,-8.17,-9.53,-9.57,-9.35,-12.36,-13.99,-13.76,-13.52,-12.70,-10.31,-5.72,-5.00,-3.86
38.25,37.25,0.00,1.56,2.35,1.85,0.69,-1.34,-3.38,-5.55,-6.61,-7.62,-7.70,-7.42,-9.37,-10.22,-9.92,-8.66,-7.24,-2.65,3.56,4.00,5.06
38.25,37.75,0.00,1.43,1.97,1.27,-0.12,-2.26,-4.16,-5.94,-7.17,-7.60,-7.47,-7.23,-8.67,-9.18,-9.20,-8.06,-6.20,-0.65,6.34,6.79,7.87
38.25,38.25,0.00,1.25,1.62,0.50,-0.63,-2.63,-4.13,-6.08,-6.43,-7.02,-6.70,-6.25,-8.34,-9.29,-9.14,-9.14,-9.18,-4.29,2.61,3.38,4.56
38.25,38.75,0.00,1.38,2.19,1.40,0.48,-1.35,-2.75,-5.50,-5.90,-6.64,-6.14,-5.49,-8.21,-9.61,-9.29,-9.31,-9.18,-7.85,-1.12,-0.04,1.26
38.25,39.25,0.00,0.90,0.93,-0.36,-2.16,-5.51,-7.73,-11.28,-11.73,-12.62,-11.93,-11.08,-14.44,-16.28,-15.80,-15.84,-15.54,-11.57,-4.84,-3.45,-2.05
38.25,39.75,0.00,0.73,0.58,-1.79,-4.37,-7.73,-10.04,-14.38,-14.88,-15.92,-15.05,-13.99,-17.99,-20.28,-19.62,-19.70,-18.34,-15.22,-8.57,-6.86,-5.35
38.25,40.25,0.00,0.56,0.23,-2.56,-5.46,-9.39,-12.15,-17.28,-17.83,-19.03,-17.97,-16.71,-21.35,-24.08,-23.26,-23.36,-21.64,-18.86,-12.30,-10.27,-8.65
37.75,27.75,0.00,3.60,10.28,10.85,12.07,5.06,1.37,-14.25,-10.65,-12.54,-7.38,-4.80,-30.62,-53.21,-60.33,-74.21,-82.30,-109.19,-127.58,-126.69,-128.17
37.75,28.25,0.00,3.69,10.03,10.40,11.16,4.06,-0.04,-15.32,-12.57,-14.85,-10.33,-8.07,-32.51,-53.68,-60.12,-72.74,-79.81,-103.99,-119.84,-118.37,-119.03
37.75,28.75,0.00,3.78,9.79,9.95,10.25,3.05,-1.45,-16.40,-14.49,-17.16,-13.28,-11.34,-34.40,-54.14,-59.91,-71.27,-77.33,-98.79,-112.10,-110.05,-109.89
37.75,29.25,0.00,3.88,9.55,9.51,9.34,2.05,-2.85,-17.48,-16.42,-19.47,-16.23,-14.61,-36.29,-54.61,-59.70,-69.81,-74.84,-93.59,-104.37,-101.73,-100.75
37.75,29.75,0.00,3.97,9.30,9.06,8.43,1.04,-4.26,-18.55,-18.34,-21.78,-19.18,-17.87,-38.17,-55.07,-59.50,-68.34,-72.36,-88.40,-96.63,-93.41,-91.61
37.75,30.25,0.00,3.88,8.93,8.58,7.77,0.51,-4.79,-18.00,-17.42,-20.41,-17.66,-15.86,-35.78,-52.50,-57.34,-65.82,-69.40,-84.10,-91.22,-87.89,-85.86
37.75,30.75,0.00,3.62,8.42,8.06,7.34,0.46,-4.45,-17.53,-17.22,-20.19,-17.55,-16.08,-34.64,-50.11,-54.11,-62.25,-65.97,-80.72,-88.14,-85.18,-83.50
37.75,31.25,0.00,3.36,7.91,7.54,6.91,0.41,-4.10,-16.48,-15.83,-18.36,-15.48,-13.80,-31.66,-46.66,-50.59,-58.68,-62.54,-77.33,-85.06,-82.47,-81.14
37.75,31.75,0.00,3.10,7.40,7.03,6.49,0.36,-3.76,-15.44,-14.44,-16.08,-11.86,-9.33,-26.93,-42.27,-46.82,-55.11,-59.11,-73.94,-81.98,-79.76,-78.78
37.75,32.25,0.00,2.84,6.89,6.51,6.06,0.30,-3.41,-14.39,-12.82,-13.41,-8.85,-6.23,-23.21,-38.38,-43.05,-51.54,-55.68,-70.55,-78.90,-77.05,-76.42
37.75,32.75,0.00,2.58,6.38,5.99,5.63,1.53,-0.67,-9.93,-6.26,-5.85,-1.07,1.76,-14.49,-29.14,-34.23,-44.37,-50.78,-66.50,-75.82,-74.34,-74.06
37.75,33.25,0.00,2.32,5.87,5.48,5.20,1.47,-0.34,-8.24,-3.87,-3.04,1.96,5.00,-10.51,-24.65,-29.64,-39.67,-46.78,-63.09,-72.74,-71.63,-71.70
37.75,33.75,0.00,2.06,5.37,4.96,5.42,2.06,2.02,-4.72,-0.04,1.20,6.42,9.67,-5.11,-18.73,-23.62,-33.54,-40.72,-59.04,-69.17,-68.92,-69.34
37.75,34.25,0.00,1.92,4.91,4.62,4.53,1.16,0.05,-6.17,-1.86,-0.58,4.16,7.14,-5.78,-17.64,-22.00,-30.77,-37.29,-51.06,-58.65,-58.44,-59.11
37.75,34.75,0.00,1.78,4.45,4.28,4.28,0.95,-0.32,-5.90,-2.83,-1.51,2.76,5.46,-5.59,-15.71,-19.53,-27.16,-31.40,-41.73,-47.64,-47.96,-48.88
37.75,35.25,0.00,1.63,3.99,3.94,4.03,1.35,0.06,-5.10,-2.99,-2.50,0.54,2.81,-6.37,-14.23,-16.63,-21.36,-24.40,-32.41,-36.63,-37.48,-38.66
37.75,35.75,0.00,1.49,3.54,3.60,3.78,1.75,0.88,-3.04,-1.41,-1.07,1.45,3.26,-3.63,-9.41,-11.17,-14.87,-17.40,-23.08,-25.62,-27.00,-28.43
37.75,36.25,0.00,1.35,3.08,3.26,3.54,2.15,1.69,-0.99,0.45,0.96,3.09,4.68,-0.35,-4.42,-5.72,-8.38,-10.41,-13.76,-14.61,-16.51,-18.20
37.75,36.75,0.00,1.20,2.62,2.92,3.29,2.55,2.50,1.07,2.32,3.00,4.74,6.09,2.92,0.56,-0.26,-1.89,-3.41,-4.43,-3.59,-6.03,-7.97
37.75,37.25,0.00,1.06,2.17,2.58,3.04,2.96,3.38,3.57,4.96,6.01,7.73,9.06,7.33,5.98,5.19,4.60,3.59,4.89,7.42,4.45,2.25
37.75,37.75,0.00,0.93,1.82,2.26,3.18,3.69,5.23,6.17,8.09,9.58,11.27,12.54,11.48,10.80,9.98,8.65,6.52,7.95,11.19,8.09,5.81
37.75,38.25,0.00,0.80,1.58,1.74,2.72,3.38,4.60,4.93,6.80,8.16,9.98,11.40,9.80,8.74,8.06,6.71,4.74,4.82,7.73,4.90,2.70
37.75,38.75,0.00,0.68,1.35,1.21,1.92,2.13,3.02,2.74,4.56,5.78,7.74,9.30,7.17,5.73,5.18,3.82,1.99,1.68,4.27,1.70,-0.41
37.75,39.25,0.00,0.55,1.24,1.12,1.43,0.59,1.11,-0.25,1.43,2.40,4.49,6.21,3.53,1.72,1.30,-0.08,-1.75,-1.70,0.81,-1.49,-3.53
37.75,39.75,0.00,0.43,0.87,0.12,-0.13,-1.29,-1.07,-2.58,-0.86,0.10,2.32,4.18,0.97,-1.22,-1.50,-2.90,-4.41,-4.91,-2.65,-4.68,-6.64
